id,graduation_year,major,skills,is_mentor,bio,interests,degree,is_alumni
3612,2024,English Literature,"research, public speaking, writing, critical thinking, proofreading, editing",False,"A English Literature student pursuing a M.Sc. degree, expected graduation in 2024. Passionate about poetry, cultural criticism, publishing, novel studies. Skilled in research, public speaking, writing, critical thinking, proofreading, editing. Eager to engage in innovative projects in literature.","poetry, cultural criticism, publishing, novel studies",M.Sc.,False
3613,2023,English Literature,"proofreading, public speaking, editing, research, writing, content creation",False,"A English Literature alumna with a M.Sc. degree, graduated in 2023. Passionate about theater, cultural criticism, creative writing, literary analysis. Skilled in proofreading, public speaking, editing, research, writing, content creation. Eager to engage in innovative projects in literature.","theater, cultural criticism, creative writing, literary analysis",M.Sc.,True
3614,2002,Biology,"microscopy, bioinformatics, experimental design, PCR",False,"A Biology alumna with a MBA degree, graduated in 2002. Passionate about biotechnology, conservation, ecology. Skilled in microscopy, bioinformatics, experimental design, PCR. Eager to engage in innovative projects in biological.","biotechnology, conservation, ecology",MBA,True
3615,1993,Computer Science,"SQL, C++, TensorFlow, React",False,"A Computer Science alumna with a B.Tech. degree, graduated in 1993. Passionate about web development, cloud computing, AI. Skilled in SQL, C++, TensorFlow, React. Eager to engage in innovative projects in software.","web development, cloud computing, AI",B.Tech.,True
3616,2025,Chemistry,"computational modeling, physics simulations, spectroscopy, lab techniques",False,"A Chemistry student pursuing a Ph.D. degree, expected graduation in 2025. Passionate about quantum mechanics, astrophysics, chemical kinetics, materials science, thermodynamics. Skilled in computational modeling, physics simulations, spectroscopy, lab techniques. Eager to engage in innovative projects in physical.","quantum mechanics, astrophysics, chemical kinetics, materials science, thermodynamics",Ph.D.,False
3617,2023,English Literature,"public speaking, proofreading, research, critical thinking, content creation, editing",True,"A English Literature student pursuing a M.A. degree, expected graduation in 2023. Passionate about poetry, theater, novel studies. Skilled in public speaking, proofreading, research, critical thinking, content creation, editing. Offers mentorship and engage in innovative projects in literature.","poetry, theater, novel studies",M.A.,False
3618,2024,Aerospace Engineering,"MATLAB, SolidWorks, project management, thermodynamic modeling",False,"A Aerospace Engineering student pursuing a M.A. degree, expected graduation in 2024. Passionate about aerospace propulsion, automotive design, material science, renewable energy, thermodynamics. Skilled in MATLAB, SolidWorks, project management, thermodynamic modeling. Eager to engage in innovative projects in mechanical.","aerospace propulsion, automotive design, material science, renewable energy, thermodynamics",M.A.,False
3619,2025,Mathematics,"statistical analysis, numerical methods, LaTeX, R programming",False,"A Mathematics student pursuing a Ph.D. degree, expected graduation in 2025. Passionate about numerical analysis, statistical modeling, cryptography. Skilled in statistical analysis, numerical methods, LaTeX, R programming. Eager to engage in innovative projects in mathematical.","numerical analysis, statistical modeling, cryptography",Ph.D.,False
3620,2024,Environmental Science,"environmental modeling, data analysis, remote sensing, field research",False,"A Environmental Science alumna with a M.A. degree, graduated in 2024. Passionate about climate change, sustainability, ecology. Skilled in environmental modeling, data analysis, remote sensing, field research. Eager to engage in innovative projects in environmental.","climate change, sustainability, ecology",M.A.,True
3621,2025,Nursing,"counseling, data visualization, clinical skills, empathy training",True,"A Nursing student pursuing a B.Tech. degree, expected graduation in 2025. Passionate about behavioral economics, mental health, patient care, neuropsychology, healthcare ethics. Skilled in counseling, data visualization, clinical skills, empathy training. Offers mentorship and engage in innovative projects in behavioral.","behavioral economics, mental health, patient care, neuropsychology, healthcare ethics",B.Tech.,False
3622,2025,Business Administration,"Excel, SQL, CRM software, SEO, presentation skills, market analytics",False,"A Business Administration student pursuing a MBA degree, expected graduation in 2025. Passionate about consumer behavior, startup incubation, brand management, market research. Skilled in Excel, SQL, CRM software, SEO, presentation skills, market analytics. Eager to engage in innovative projects in management.","consumer behavior, startup incubation, brand management, market research",MBA,False
3623,2025,Chemistry,"computational modeling, chemical analysis, lab techniques, MATLAB, spectroscopy, physics simulations",False,"A Chemistry student pursuing a Ph.D. degree, expected graduation in 2025. Passionate about chemical kinetics, materials science, quantum mechanics, thermodynamics, organic synthesis. Skilled in computational modeling, chemical analysis, lab techniques, MATLAB, spectroscopy, physics simulations. Eager to engage in innovative projects in physical.","chemical kinetics, materials science, quantum mechanics, thermodynamics, organic synthesis",Ph.D.,False
3624,1997,Business Administration,"CRM software, SEO, Excel, market analytics, presentation skills, SQL",False,"A Business Administration alumna with a MBA degree, graduated in 1997. Passionate about startup incubation, digital marketing, entrepreneurship, market research. Skilled in CRM software, SEO, Excel, market analytics, presentation skills, SQL. Eager to engage in innovative projects in management.","startup incubation, digital marketing, entrepreneurship, market research",MBA,True
3625,2015,Civil Engineering,"project management, geotechnical modeling, Revit, structural analysis, surveying, AutoCAD",False,"A Civil Engineering alumna with a B.Tech. degree, graduated in 2015. Passionate about water resources, sustainable infrastructure, urban planning, geotechnical engineering, structural analysis. Skilled in project management, geotechnical modeling, Revit, structural analysis, surveying, AutoCAD. Eager to engage in innovative projects in civil.","water resources, sustainable infrastructure, urban planning, geotechnical engineering, structural analysis",B.Tech.,True
3626,1994,Marketing,"SQL, CRM software, presentation skills, SEO, Excel, market analytics",False,"A Marketing alumna with a B.Sc. degree, graduated in 1994. Passionate about consumer behavior, startup incubation, brand management, market research. Skilled in SQL, CRM software, presentation skills, SEO, Excel, market analytics. Eager to engage in innovative projects in management.","consumer behavior, startup incubation, brand management, market research",B.Sc.,True
3627,1990,History,"archival research, qualitative research, historical documentation, policy analysis",False,"A History alumna with a B.A. degree, graduated in 1990. Passionate about international relations, cultural studies, historical research, archaeology. Skilled in archival research, qualitative research, historical documentation, policy analysis. Eager to engage in innovative projects in historical.","international relations, cultural studies, historical research, archaeology",B.A.,True
